Date,AGO,ALB,ARG,ARM,AUS,AUT,BDI,BEL,BEN,BFA,BGR,BHR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GAB,GBR,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LAO,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MEX,MLT,MNG,MOZ,MRT,MUS,MYS,NAM,NER,NGA,NIC,NLD,NOR,NZL,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SVK,SVN,SWE,SWZ,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UKR,URY,USA,VEN,ZAF,ZMB,ZWE
2001,0.76223373,0.6314217,1.0689996,0.43346342,0.92472506,0.9999362,1.2030109,1.0257866,1.0174382,0.9167952,1.2024862,1.4999217,0.9846327,1.1931081,1.0103267,1.5674025,1.2492943,1.007176,0.9516195,1.0739566,0.524457,0.9213139,0.8874129,0.98241574,0.876691,0.94140327,0.7864029,0.9387414,0.95849967,0.9207021,0.8586727,0.97353315,1.1054913,0.75450015,1.0362717,1.1911157,1.0512881,1.3291626,1.0161178,1.1823318,0.97855353,0.8395595,0.9989101,1.0517938,0.8627529,0.7849674,0.8428673,0.8296879,1.0049243,1.4544331,0.8211365,0.9401896,1.2002605,1.15963,0.9112959,0.98855996,0.66914576,0.8827375,0.9818518,0.8208683,2.1170769,1.1627773,0.8650787,0.9682483,0.68288594,1.13797,0.6506108,1.6144664,0.86601335,0.44737715,1.2262658,0.88155293,0.578689,0.91427714,0.9744438,0.94147754,0.99351245,1.2264932,0.8825543,0.62599456,1.0385176,1.0105941,1.1367395,0.9853896,1.206638,0.94965583,0.8910137,0.83407277,1.0688792,0.77899647,2.6822422,0.7093606,0.65116113,0.6933441,2.0112224,0.99803764,1.4862202,0.8901526,0.5389121,1.1024728,0.6601815,0.68347317,0.83374673,0.90078706,0.67563313,0.6990554,0.87664807,0.24446812,1.14198,1.0184366,0.94814503,0.759754,1.0486293,0.64821255,0.80342746,0.8804558,3.166962,0.99319965,0.8812737,0.8173227
2002,0.8577449,0.65639836,0.97789836,0.54924875,0.93735176,1.002169,1.2293776,1.021553,1.0320584,0.94353235,1.181242,1.4602275,0.99420184,1.1849068,1.0199496,1.5836822,1.236593,1.0147673,0.94257045,1.0639421,0.5405714,0.8947893,0.89243305,0.96400124,0.86061144,0.95618993,0.7848865,0.9354855,0.95265526,0.93391347,0.8751151,0.9715536,1.0997096,0.78405905,1.0351441,1.1870246,1.061369,1.2794942,1.0208228,1.2008659,0.9854922,0.8301064,1.0108005,1.0837554,0.8899275,0.8012355,0.83258736,0.8435073,1.0327494,1.3325132,0.83405846,0.91219944,1.1762275,1.0918694,0.9557885,0.99095833,0.7239331,0.8611306,0.96573883,0.84741837,2.0908668,1.1781353,0.89518833,0.9431336,0.7053522,1.1339393,0.6874969,1.7471805,0.8654836,0.48386365,1.2041079,0.89276147,0.5912212,0.95288616,0.9540248,0.93401694,1.0005485,1.2448772,0.9115156,0.69770783,1.0216074,1.0047654,1.1393756,0.99813193,1.1895255,0.97571087,0.89334476,0.85410553,1.0627143,0.89737856,2.625139,0.77332324,0.6815169,0.7726374,1.9208837,1.0151724,1.4446585,0.8960002,0.65380204,1.1134483,0.71642464,0.70888036,0.83244365,0.91862077,0.71305376,0.71081084,0.90197974,0.27547187,1.226821,0.9902142,0.9863563,0.7801796,1.0946223,0.6859789,0.7655992,0.8918686,2.8310335,1.0165523,0.89719206,0.7560758
2003,0.8608963,0.68381697,1.0420003,0.6218588,0.948415,0.99788177,1.1741117,1.0176897,1.0313134,1.0011151,1.1538699,1.4616975,1.02133,1.1679484,1.0298171,1.587907,1.1572633,1.0078976,0.92959565,1.0694257,0.5591772,0.87659496,0.9085274,0.9695262,0.86045957,0.9516285,0.8061163,0.9328994,0.9534967,0.91311246,0.8741756,0.9733457,1.0923287,0.80456847,1.0416259,1.1442211,1.057183,1.2984596,1.0360421,1.2368528,0.9818883,0.8364587,1.0246817,1.0964649,0.9044776,0.8100039,0.8541612,0.83569944,1.0569268,0.8513101,0.85055035,0.9139219,1.1539768,1.114851,0.98228383,0.99645615,0.76521754,0.86359507,1.0113407,0.8518989,2.3208132,1.1848782,0.9101703,0.95516527,0.75620466,1.126486,0.723389,1.9015987,0.8739956,0.5506859,1.1859965,0.90006363,0.61257374,0.9765205,0.9742348,0.9561728,1.015088,1.2658811,0.92544514,0.7255759,1.0198088,1.0023718,1.1483206,1.0082021,1.2020469,0.988633,0.9021377,0.8743385,1.0515132,0.91096413,2.3305159,0.7981085,0.72423065,0.76921195,1.959872,1.0309931,1.482223,0.9222709,0.6909668,1.0949805,0.75327265,0.73909277,0.8472129,0.9327918,0.7516788,0.74149734,0.93419284,0.3105088,1.3557055,0.9948327,1.0107949,0.7847155,1.1068424,0.75288707,0.7788332,0.9071843,2.6079166,1.0618509,0.9273824,0.6807726
2004,0.919392,0.70889914,1.0872892,0.6877045,0.9539472,1.0053371,1.1602559,1.036837,1.0374776,1.0160995,1.1302096,1.4759027,1.020035,1.1807368,1.0148135,1.5564983,1.1903175,1.008249,0.930697,1.0906758,0.5800504,0.8753065,0.92957604,0.9862965,0.8544682,0.97347856,0.8299774,0.93570024,0.971465,0.8903756,0.899354,0.9790305,1.0844628,0.8339179,1.0636321,1.1595199,1.0626407,1.2970077,1.0417259,1.2660093,0.980809,0.87036896,1.0556962,1.1065692,0.9349878,0.81737757,0.87125516,0.84820795,1.0165043,1.2712226,0.8991052,0.93525577,1.1493715,1.1193271,1.0215216,1.0039294,0.8052993,0.872792,1.0602934,0.864474,2.4090183,1.1782168,0.8769355,0.9501834,0.76677364,1.1301479,0.7632106,2.2437286,0.877057,0.5987756,1.185019,0.8991996,0.6515175,1.0139533,0.96992743,0.9636737,1.0436004,1.3818206,0.8961444,0.77026886,1.0330458,1.0100998,1.1638982,0.9905887,1.2339056,1.0038218,0.9225176,0.89560664,1.0624914,0.8975891,2.4625304,0.8525126,0.76905435,0.80340356,1.9773017,1.0144506,1.494806,0.98253685,0.69990766,1.088951,0.80147,0.7557946,0.86358154,0.95500624,0.7851111,0.7163387,0.9486435,0.33492893,1.4050542,1.0384998,1.0443985,0.79734284,1.1226498,0.8370205,0.78605586,0.92198473,2.9583626,1.0727559,0.9615808,0.6554374
2005,1.021288,0.7384057,1.1313851,0.75951266,0.9470167,1.016857,1.1166508,1.0386536,1.0221472,1.0686022,1.1212928,1.4584422,1.0398227,1.1770005,1.0334849,1.5863094,1.206014,1.0154066,0.9407758,1.1005614,0.59212106,0.87976307,0.91256136,0.98604935,0.85140276,0.99384916,0.8645315,0.94168323,0.9762308,0.9363186,0.91417336,0.9787938,1.0794367,0.86987257,1.0712197,1.1663418,1.0642499,1.2930505,1.0479721,1.2396775,0.9857307,0.89995855,1.0686015,1.118965,0.9680193,0.83725256,0.89250463,0.8393923,1.0012431,1.155585,0.9059759,0.9414156,1.1382097,1.1172811,1.0395218,1.0118932,0.84687954,0.88040096,1.0313412,0.8790547,2.4640462,1.1486497,0.8818017,0.9489003,0.79783016,1.1239872,0.8017202,2.1772614,0.86753434,0.63911265,1.179516,0.89347184,0.6772361,1.0301176,1.0049064,0.94887555,1.0493604,1.3541571,0.93313605,0.80076736,1.0348476,1.0213836,1.1628195,0.98588294,1.2604886,1.0288891,0.9386766,0.8956841,1.0631975,0.88733745,2.295392,0.878024,0.8050307,0.85112256,1.9291449,1.0799917,1.506898,1.0086778,0.70942974,1.0913239,0.8660066,0.77297205,0.89911956,0.9698268,0.84113485,0.74534243,0.95316976,0.36207867,1.4110713,1.0452569,1.0556427,0.8093405,1.1253154,0.8505451,0.8303444,0.9304333,3.1487353,1.0907042,0.99883515,0.6339213
2006,1.1029571,0.7755991,1.176056,0.8321998,0.9545723,1.032411,1.1290176,1.0389934,1.0278854,1.0952216,1.0943666,1.4375156,1.0585555,1.1768944,1.0936655,1.660313,1.2461524,1.013983,0.9551644,1.0966445,0.63392216,0.8785636,0.91203654,0.99508196,0.8719356,1.0095577,0.90547067,0.9574862,0.9810148,0.9844635,0.9328161,0.9956913,1.0752544,0.8939672,1.0886354,1.1875039,1.0785427,1.234616,1.0533098,1.2846621,0.99059254,0.9371028,1.0920289,1.1204785,0.9877976,0.8517484,0.9139336,0.83021283,1.0089071,1.1015142,0.9050009,0.9567586,1.1284056,1.099231,1.0693088,1.009513,0.8984814,0.88457465,1.0237595,0.89005727,2.3619947,1.0408763,0.93758273,0.98200744,0.83439094,1.1432552,0.8451776,2.1388328,0.90334946,0.68272555,1.1962311,0.8816599,0.6957982,1.0802704,1.1392542,0.9497312,1.060135,1.372233,0.9396249,0.81639016,1.0371549,1.0325449,1.1474845,0.98306584,1.3097553,1.0625901,0.95915264,0.9087642,1.0635126,0.9197448,2.2538288,0.9127614,0.8523561,0.87081265,1.8173505,1.071479,1.4721291,1.02544,0.7212509,1.1004356,0.90494066,0.81556404,0.93250036,0.99038035,0.87441564,0.83181864,0.96237206,0.39039907,1.5667937,1.0593936,1.0497439,0.8250441,1.0871412,0.9024759,0.8254579,0.9287671,3.2811103,1.0634682,1.041079,0.6126159
2007,1.2118402,0.8085433,1.2184323,0.90384626,0.9551017,1.0489863,1.1139661,1.0503953,1.0467601,1.0774184,1.0598185,1.4048607,1.0705756,1.211828,1.1342319,1.6377286,1.2808473,1.0032994,0.96489465,1.0931687,0.70097435,0.873192,0.9047771,0.9915318,0.88825554,1.001854,0.9318483,0.96672165,0.97138375,1.0095991,0.92847615,0.9907008,1.0732859,0.92288613,1.1141793,1.1922982,1.0708028,1.2905784,1.059698,1.2926409,1.0098431,0.96339923,1.1010078,1.1213659,0.9825853,0.85680896,0.9249166,0.83108073,1.0491085,1.1218132,0.941771,0.9625414,1.1181365,1.0906917,1.0643784,1.0143917,0.9323489,0.89672714,1.0666671,0.9132765,2.2232335,1.1308037,0.9650377,1.1155342,0.8766912,1.1713191,0.881231,2.1106932,0.8826501,0.701047,1.1871539,0.8838706,0.7295626,1.1081146,1.0620512,0.9838182,1.0768285,1.3725742,0.8901459,0.8467662,1.0440702,1.0360395,1.1251125,0.99804,1.3642026,1.0950453,0.9741935,0.9157017,1.0641646,0.94026834,2.014458,0.91420805,0.89783424,0.8726479,1.6874707,1.0352116,1.4540911,1.0302621,0.7609455,1.0736779,0.92841154,0.86851746,0.96098256,0.9879911,0.90164065,0.9001962,0.9778127,0.42544588,1.6012963,1.0901972,1.0423273,0.8496894,1.0950564,0.96080875,0.8432535,0.9277423,3.3910115,1.0744199,1.0872425,0.58856857
2008,1.2687297,0.9342478,1.2148551,0.8441081,0.9416378,1.0402191,1.1092589,1.0341473,1.0621171,1.0774753,1.0141115,1.3318882,1.0875646,1.2225838,1.189944,1.565241,1.3014005,0.9889632,0.9652151,1.0766135,0.73548687,0.8701747,0.89997756,0.97869986,0.8886369,0.98838085,0.9288577,0.96098214,0.9485099,0.9805718,0.9501098,0.9903372,1.0571475,0.8634828,1.0925413,1.1949413,1.0539725,1.2191904,1.0408983,1.2651088,1.0056462,0.96555173,1.0774053,1.0945582,0.984529,0.8663476,0.90021116,0.78606814,1.026639,1.1329657,0.9436505,0.9500258,1.0944794,1.0739783,1.0829816,1.0016049,0.9216214,0.8542652,1.1190153,0.92842954,2.0339384,1.1060089,0.9527961,1.1609098,0.87471634,1.1063819,0.84557194,1.9714342,0.8988574,0.7435182,1.1597785,0.88855374,0.76174414,1.1127276,1.0230178,0.9907579,1.0928235,1.3289886,0.9316109,0.88151395,1.0512474,1.0342622,1.0841409,0.9695827,1.3492308,1.1251093,0.9787777,0.90757436,1.0502508,0.96362644,1.8853947,0.9372674,0.9207132,0.8952485,1.633898,0.97663575,1.4336432,0.97908473,0.7836943,1.0769037,0.9220192,0.87875617,0.948714,0.9572048,0.8952803,0.9126103,0.9569881,0.46411613,1.627643,1.0941273,0.997232,0.8371211,1.0750139,0.97164774,0.86399645,0.92328435,3.400313,1.0604687,1.1250632,0.5617609
2009,1.2030499,0.9510185,1.131392,0.7714679,0.9449984,1.0118222,1.0984032,1.0133513,1.059856,1.0543983,0.969937,1.2705994,1.0916153,1.1908065,1.2168976,1.2540624,1.3337784,0.9710511,0.93307257,1.0285883,0.753161,0.8719777,0.90121996,0.96588093,0.8755197,0.95627636,0.88832325,0.9185058,0.9188128,0.9576007,0.9402994,0.9786264,1.0437247,0.82180035,1.0162418,1.1854508,1.027373,1.1942881,1.00173,1.211013,0.98672557,0.93251556,1.0265598,1.0068476,0.92667943,0.86818683,0.91748923,0.77957094,1.0119027,1.133158,0.9453302,0.9344341,1.0474653,1.0549973,1.0757928,0.96292824,0.908394,0.8814722,1.1148103,0.9248604,1.7597824,1.1167444,0.96402454,1.1428014,0.7893807,1.0626886,0.7917665,1.9389772,0.94922864,0.706711,1.0677662,0.85871756,0.7250779,1.1288838,1.0009226,0.98529375,1.0361366,1.2518257,0.88425416,0.92783636,1.0121747,0.9957888,1.0526497,0.9988312,1.3041667,1.088076,0.96039444,0.9148968,1.0206152,0.95459735,1.7932628,0.8740215,0.853903,0.8927041,1.4955404,0.9893402,1.3992304,0.9398937,0.79010075,1.0512775,0.92270654,0.83338857,0.87955505,0.92705965,0.89680344,0.9391292,0.9273831,0.48688823,1.5259132,1.0947828,0.9283864,0.8274539,1.0731324,0.85092175,0.8800155,0.9250186,3.1803567,1.0352073,1.1885618,0.8670716
2010,1.2055238,1.0140753,1.198247,0.7584262,0.9550942,1.0178126,1.0825242,1.0206214,1.0358094,1.0794903,0.98496974,1.2680411,1.0982114,1.2153322,1.2360256,1.3039645,1.3707854,0.9732486,0.96581095,1.0355221,0.7595242,0.90141153,0.9046245,0.97018915,0.9118694,0.9579376,0.9040317,0.9394758,0.9398379,0.9864032,0.9443125,0.9685596,1.0475299,0.852148,1.0397907,1.2049428,1.0335081,1.2247323,1.0107166,1.1718526,0.99050534,0.96027243,1.0228897,1.0008829,0.9292372,0.87611884,0.94136083,0.80067986,1.046854,1.1286771,0.92329973,0.95132464,1.0565966,1.057921,1.0543662,0.9951538,0.93905777,0.91959506,1.0677035,0.95667803,1.5858463,1.1461537,0.99655014,1.1961027,0.80323267,1.0687613,0.79988766,2.3503108,0.95978063,0.74158704,1.0938541,0.89155,0.71321833,1.1434911,0.97941476,0.9928781,1.0468106,1.2506986,0.90182674,0.98674107,1.0170029,1.0054303,1.0441921,0.99089843,1.292091,1.1131788,0.974676,0.9322178,1.032594,1.0137241,1.8414227,0.84081805,0.87553215,0.8951993,1.4374833,1.0341058,1.3774353,1.0011513,0.73921376,1.0528176,0.96982086,0.8751201,0.8958883,0.95724076,0.89768744,0.9522418,0.97168493,0.5249643,1.5479344,1.0856973,0.9460673,0.8829317,1.0791755,0.85341185,0.9242464,0.94047564,3.0433924,1.0549344,1.271457,0.9766054
2011,1.185355,1.0997525,1.2175671,0.78606206,0.9580534,1.0243318,1.0664613,1.0178566,1.0200826,1.0966691,0.9974404,1.2606622,1.0958338,1.196606,1.2077771,1.2552187,1.4111772,0.9827247,0.95731294,1.0392342,0.788436,0.89205927,0.89694804,0.9905114,0.9073299,0.9471989,0.9085084,0.96052027,0.9410314,0.9694068,0.9896467,0.96940964,1.0442669,0.85869706,1.047519,1.2120785,1.039964,1.2451545,1.0136423,1.0777799,0.9937482,0.9608202,1.0369465,1.016195,0.9451492,0.90294677,0.93340605,0.81138754,1.0425432,1.1339808,0.9228448,0.96537566,1.0557088,1.0831349,1.0440018,0.99475014,0.9850998,0.9322157,1.0798068,0.9610333,1.6231178,1.1621454,1.040515,1.2169797,0.8450762,1.0420558,0.81092405,2.7251637,0.9922889,0.771259,1.0973867,0.8830384,0.7768959,1.1501808,0.9785197,0.98791826,1.029506,1.2665854,0.8786861,1.0117232,1.0298187,1.0086426,1.0320904,0.99558264,1.3154423,1.1119522,0.9774223,0.94966483,1.0309303,0.99594027,1.7985568,0.86268646,0.8997101,0.91250205,1.4273303,0.98780656,1.3206348,1.0162816,0.68358785,1.0568831,1.0091573,0.86873657,0.909243,0.96420395,0.89510167,0.9513665,0.95996594,0.5413477,1.5288409,1.0686423,0.9758097,0.89006644,1.1030166,0.907549,0.9415285,0.93827647,3.0978644,1.0396868,1.2742832,1.0563638
2012,1.2290515,0.99252456,1.1764957,0.82480854,0.9590269,1.0232188,1.0604489,1.0103737,1.0259748,1.1049808,0.9863507,1.2447394,1.0940746,1.1798608,1.214879,1.1643962,1.4770354,0.9761955,0.95427376,1.0405397,0.80022717,0.9881459,0.89936304,0.99001795,0.94026464,0.9284325,0.90052444,0.96233785,0.9438902,0.9563162,1.0173228,0.958689,1.0355244,0.87305987,1.0223945,1.2202033,1.031195,1.2403015,1.009097,1.0042844,0.966097,0.9406498,1.0495863,1.0109451,0.9247884,0.92050004,0.9361628,0.7968269,0.96618146,1.2082037,0.9255003,0.951151,1.0315197,1.072307,1.0545524,1.0014651,0.97885966,0.9370113,1.0291805,0.9564385,1.6270804,1.1586324,1.0650876,1.2530048,0.866789,1.0211569,0.8598199,2.8022976,0.9909452,0.779396,1.0989242,0.8886142,0.8127672,1.1132648,0.9780595,1.0131403,1.0363666,1.2591234,0.95725757,1.0327924,1.0399106,0.9966137,1.0351732,1.0117751,1.3180313,1.1062382,1.0032474,0.93966705,1.0185959,0.97241145,1.661361,0.863591,0.92281204,0.9234737,1.3924924,0.968962,1.3089387,1.0067334,0.73269933,1.0468416,0.99377567,0.8788935,0.89195275,0.95299095,0.9228935,0.9659517,0.99647015,0.583717,1.4823182,1.0875363,0.9658712,0.8919842,1.1047267,0.91058457,0.9669843,0.93969107,3.1692686,1.0422217,1.3095355,1.1636986
2013,1.2384452,1.0029777,1.1721092,0.8291671,0.9655672,1.0133867,1.0603756,1.0073644,1.0357144,1.0980418,0.95969296,1.2251024,1.1147847,1.1638108,1.1817732,1.220524,0.95827764,0.98145515,0.96437716,1.0232389,0.8112967,1.0455459,0.9035303,1.0027949,0.94343,0.9036783,0.8950046,0.9622288,0.9481638,0.9644867,1.0453029,0.954232,1.0298717,0.8703366,1.0122297,1.2143036,1.0345254,1.2512255,1.0080749,0.9877078,0.99815387,0.9464464,1.0103217,1.0207283,0.92772114,0.9597049,0.94183373,0.7882827,0.93521345,1.1779332,0.95177805,0.95691353,1.0238621,1.0733836,1.0795105,1.0174806,0.99041575,0.9356711,1.1097038,0.9612205,1.5757431,1.1658463,1.0333344,1.2296774,0.8891191,1.0220785,0.8605536,2.9084632,1.0124594,0.86608934,1.0820383,0.91130173,0.8548326,1.0715743,0.9787899,1.0324466,1.0222856,1.2171,0.96040255,1.0654013,1.0434638,0.99400735,1.0266954,0.99088997,1.2788299,1.106419,1.0216467,0.93150693,1.0194643,1.0078347,1.5520191,0.8518958,0.93332624,0.9220383,1.3240179,1.0064344,1.2686217,0.99983215,0.843155,1.032413,1.0213013,0.8821129,0.87925357,0.9541102,0.9371552,0.97219324,0.99910414,0.6301309,1.5013652,1.0803444,0.989882,0.8960316,1.0676447,0.9122001,1.0000014,0.9419338,3.1123652,1.0383126,1.2847432,1.1513675
2014,1.2499924,1.0847216,1.1229379,0.84845734,0.9706843,1.009378,1.0541546,1.0143888,1.0394669,1.0685024,0.9405255,1.1969557,1.1010172,1.1286242,1.1798861,1.2252322,0.9504475,0.99777377,0.96962625,1.0088176,0.8292184,1.0942439,0.9077813,1.0146819,0.94782925,0.8932432,0.903591,0.970328,0.9527692,0.97133815,1.0543249,0.9558565,1.030082,0.8886507,1.0047927,1.1887355,1.0354038,1.2363355,1.0140486,0.9917553,0.9933382,0.95042396,1.0221559,0.9946013,0.92702746,0.9551126,0.9717498,0.83096325,0.9705109,1.0806677,0.9520898,0.9610088,1.0205703,1.0686933,1.0766894,1.0105815,1.0027235,0.93509686,1.0932863,0.9652677,1.4731692,1.1658608,1.0463027,1.2035903,0.8993292,1.0068545,0.8771103,2.5969403,1.0328773,0.88209474,1.0873195,0.9500343,0.9041251,1.0580494,0.987724,1.0524828,1.0258569,1.0831585,0.98424196,1.0903671,1.0425262,1.0003294,1.0261819,0.9847305,1.2300634,1.0778058,1.0525454,0.9354475,1.010675,1.0457665,1.4884391,0.8660811,0.9355885,0.9352031,1.277298,1.0504524,1.2700304,0.9946932,0.845838,1.028211,0.99888194,0.8929375,0.89144915,0.9585196,0.9246789,0.9705703,0.9916634,0.6730503,1.498828,1.0870644,0.98369116,0.9187367,1.0386759,0.9059572,1.0114123,0.9439912,2.9490783,1.0328304,1.2495524,1.1427788
2015,1.218221,1.0457238,1.1200236,0.9276919,0.9814696,1.0167227,1.0152905,1.0154812,1.0020002,1.0481504,0.9434455,1.1558832,1.0990365,1.0751386,1.13127,1.0991769,0.9796275,0.98729354,0.9619675,0.99244136,0.8511131,1.1358787,0.9468554,0.9988285,0.94284153,0.90796757,0.9376672,0.9741664,0.9578022,0.9906525,1.0343467,0.96200335,1.0429521,0.8807393,1.000669,1.2228824,1.0352886,1.2356888,1.0162838,1.0105729,0.9889506,0.9517263,1.0016781,1.0183355,0.93564194,0.9592966,1.009523,0.97046274,0.92670906,1.0348048,0.96486765,0.9558087,1.020091,1.0661136,1.0276264,1.0184702,0.99356353,0.9494589,1.0929568,0.9627183,1.3513526,1.1665841,1.0562663,1.1867148,0.895633,1.0246216,0.90933126,1.8933661,1.0502603,0.88480926,1.0834529,0.98001736,0.9073061,1.0706822,1.0144793,1.0674531,1.0267708,1.1011075,0.98016155,1.0764481,1.0425452,1.0006274,1.0297369,0.99343234,1.1914122,1.0681607,1.0690273,0.94296414,1.0097606,1.0457131,1.4118184,0.8786381,0.92304164,0.9395516,1.2393229,1.0572753,1.2597067,0.99081486,0.7216747,1.0246224,0.96063817,0.90757215,0.89574856,0.9795555,0.9217797,0.96353644,1.0054526,0.70401305,1.4012476,1.0913984,0.9849239,0.912746,1.0384886,0.87822425,1.0237459,0.94880164,,1.0034618,1.1807194,1.1323723
2016,1.156446,0.98269004,1.1064203,0.95378256,0.9833573,1.015063,1.0224295,1.007934,0.9913821,1.0419271,0.95942885,1.1155125,1.0920591,1.0378399,1.1136482,1.1103109,1.0045509,0.9869128,0.9626375,0.9820885,0.87279534,1.1073009,0.9711737,0.9930336,0.9327628,0.9233074,0.94112223,0.9845557,0.96432287,1.0033324,1.0294263,0.98975694,1.0470847,0.895982,1.0129339,1.2425629,1.0282587,1.2177967,1.0157872,0.9900999,0.9737078,0.97072613,1.0133765,1.0347286,0.9270763,0.9752807,1.0510694,0.89132315,1.0018729,1.1365218,0.97855234,0.95128924,1.0170454,1.0519847,0.99838156,1.0163443,0.97975874,0.95346946,,0.9687884,1.2359539,1.166014,1.0428025,1.1172389,0.8864,1.0420299,0.9292016,1.8037688,1.0263668,0.9366864,1.0712782,0.94631386,0.9273118,1.0516146,1.0066462,1.0827028,1.0303012,1.0944532,0.992136,1.0253341,1.0431417,1.0020374,1.0242983,0.99588275,1.1553737,1.0753838,1.0462916,0.94825387,1.0108438,1.0495232,1.316607,0.8834964,0.92314106,0.9159289,1.1876596,1.0650426,1.2168404,0.99670494,0.8255459,1.0194777,0.95567113,0.90502113,0.9182924,0.97429657,0.91379815,0.9633867,1.0239727,0.7468348,1.2065208,1.1255306,0.967963,0.91482615,1.0427989,0.8994556,1.0521659,0.94840974,,0.9941757,1.1422778,1.1122744
2017,1.1367621,0.9728377,1.1069436,1.0272477,0.9915282,1.0197301,1.027477,1.0015641,0.99536717,1.0356249,0.9473193,1.1017847,1.1045088,1.0422541,1.1392304,1.0984999,1.017272,0.9973018,0.96607834,0.9719442,0.89887655,1.1048199,0.9893739,0.9837906,0.94302267,0.93258387,0.97358096,0.9987526,0.9768104,1.0013446,1.0595764,0.975647,1.0515553,0.9149756,1.0336202,1.2806396,1.0380622,1.1916946,1.0235486,1.0045867,0.9742132,0.98962504,1.0122224,1.0426886,0.9461009,0.98681927,1.0704671,0.9062946,0.98793423,1.1016258,0.983257,0.9555102,1.0199482,1.0399845,0.9968479,1.0210351,1.016208,0.95540637,,0.9808702,1.0805514,1.1542119,1.0372266,1.1220367,0.9250271,1.0202205,0.9562063,1.9130164,1.042885,0.9740231,1.0655593,1.0159755,0.95840585,1.074869,1.0419607,1.0925124,1.0404325,1.0697769,1.0019361,1.0165375,1.0479817,1.006629,1.0325161,0.9922823,1.1323912,1.0667427,1.0791728,0.97974,1.0182024,1.0620396,1.219577,0.92964464,0.9374603,0.8866503,1.1559039,1.0877441,1.1634108,1.014691,0.9093332,1.0171665,0.9607746,0.91692823,0.95425844,0.97047293,0.9389731,0.96153456,1.0500381,0.79418486,1.1203132,1.1045713,0.98114944,0.92682815,1.0466617,0.9226507,1.0528388,0.95337814,,0.99501264,1.1128565,1.1329402
2018,1.105635,0.9606835,1.0631099,1.0039375,0.98653305,1.0200267,1.0277855,0.99875265,0.9991616,1.0336876,0.9526094,1.0605974,1.1146442,1.033759,1.133442,1.0833108,1.0224726,0.9996474,0.979909,0.98402673,0.9245694,1.077304,1.0105054,0.9820841,0.9583622,0.95122397,0.98222494,0.99734634,0.98387897,1.0151535,1.040639,0.97261393,1.0483332,0.9417046,1.0184942,1.2940053,1.033772,1.12664,1.0219646,0.99377793,0.98782915,0.99847627,0.9812571,1.0464022,0.9760002,1.0060635,1.0848575,0.92547876,0.9697938,1.0999612,1.0009459,0.95775616,1.0150014,1.0463707,1.0127085,1.0180811,1.022031,0.98315907,1.1123329,0.99311066,1.0290691,1.1272839,1.0346804,1.0743387,0.941888,1.0028263,0.9694241,1.9495722,1.0337645,0.99982965,1.0583836,1.0122193,0.9940286,1.0500197,1.0500709,1.1178056,1.0495441,1.0656283,1.0253594,1.0251273,0.9972582,1.0039308,1.0175184,0.99596447,1.085409,1.0723702,1.0701973,1.0247386,1.0189286,1.0623554,1.1535934,0.9667718,0.9589516,0.875198,1.1480141,,1.1353146,1.0199966,1.008742,1.003688,0.97497535,0.9341774,0.9744438,0.96717364,0.95494616,,1.0691534,0.8483593,1.1023191,1.081392,0.9674224,0.9349328,1.0503703,0.94352865,1.0485557,0.9582012,,0.97401124,1.1070703,1.1535145
2019,1.0791695,0.94389987,1.0276719,1.0511035,0.9630459,1.0150965,1.0294398,1.0013695,1.0003889,1.0058602,0.9562247,1.0525762,1.0858934,1.0113676,1.1647875,1.0569918,1.0333909,1.0001396,0.9779527,0.9624961,0.9467534,1.070799,1.0147616,0.99029565,0.964836,0.9706455,1.0064206,0.99837124,0.9859562,1.0182947,1.0315527,0.97358286,1.044975,0.95839614,1.0156229,1.2643256,1.032905,1.0882173,1.0181631,1.0148458,0.9827418,0.97871786,0.9949891,0.9934159,1.001378,1.0080156,1.0356905,0.8511725,0.91707844,1.1067464,1.0140873,0.9656446,1.0114431,1.0323443,0.9867264,1.0141984,1.0320791,1.0137472,1.1006035,0.9947511,1.0080311,1.0870757,1.006036,1.0578921,0.9618438,0.99582165,0.95473236,1.8538828,1.0341841,1.003491,1.0322597,0.9747156,1.0145614,1.0434103,1.0222543,1.0943449,1.0546637,1.0471599,1.0322868,1.0335948,0.95876014,0.99967355,1.0031459,0.9849085,1.0520979,1.0559623,1.0688738,1.0315663,1.0285907,1.0250342,1.0932498,0.97613055,0.97948176,0.9284176,1.1045622,1.0762826,1.052741,0.9983749,1.0180548,0.9890284,0.98636216,0.9412707,0.985247,0.9832028,0.9812895,0.98241395,1.0662005,0.90142894,1.0945883,1.0657426,0.95710737,0.9453873,1.0444378,0.96356934,1.0538763,0.9642665,,0.9493873,1.0420272,1.05774
