Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_EU27,OWID_HIC,OWID_KOS,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,WSM,YEM,ZAF,ZMB,ZWE
2004,0.0015836813,0.4589198,33.770718,0.86882156,0.0,22.221018,4.2952204,0.021722905,0.0,0.0,3.1404216,0.13190126,28.744438,30.45452,0.015863655,3.1254282,5.43726,1.2503309,1.1372118,19.547499,0.006320852,1.706173,1.7915306,0.18533972,0.0,7.429981,2.5349603,0.23925568,30.673695,2.9650269,3.2239676,8.168312,4.438217,0.013965392,9.566653,4.724876,2.493217,4.7317877,24.086422,40.082047,5.928137,1.2325932,25.653973,1.0011059,2.7059908,,,0.008770465,0.88820004,0.13840361,0.5731547,0.02202869,1.3091267,1.2141302,26.157312,12.572637,11.377112,3.259233,0.04689836,1.5977532,27.810993,0.3006453,0.8775799,0.040625952,0.0,0.01652024,27.456783,0.7357075,0.8094685,12.39741,14.15987,2.549795,14.131149,,0.15902077,0.0,0.22490045,1.4562955,0.0,21.199282,0.0010202192,1.1706523,0.6625083,0.4150566,0.44942623,9.120752,0.0,3.1693168,0.054913156,27.244366,64.77576,0.0,0.035501774,0.07774354,1.8869342,0.12763444,0.013438229,28.254059,4.123678,3.415301,3.2041163,0.045176383,0.0,0.031135103,46.88248,6.137678,0.0014570563,19.788055,55.84769,0.009236447,0.006800414,0.14749447,3.8550458,0.65504885,0.009657201,1.5895045,0.0014200658,,0.5701906,0.0,0.21132228,6.160538,0.0046846247,4.19499,0.0,0.52994955,3.8956149,0.0,18.864462,0.2551595,14.966513,0.0,7.995327,8.860069,0.006819534,6.3921127,11.987301,0.79448885,11.710944,7.5076,16.775507,1.2918556,0.44524926,9.498681,0.90171504,,1.0997506,39.693268,0.0,0.21083936,1.6603166,,12.310455,5.4679813,6.3420033,2.5203307,2.4490154,0.16014764,6.234604,0.8758711,0.0,28.790794,1.4443204,0.0,0.15087087,1.6491936,0.0,0.0013416792,39.90256,2.4271052,16.410225,7.0204396,43.622528,10.143349,1.9716316,0.000555645,7.4304852,11.102324,0.4523874,0.0,,1.7537781,,3.0584915,8.941373,0.30047002,0.23412104,0.23857605,2.369928,,0.065572806,4.8390374,0.0016077429,34.92643,6.31026,2.3938174,0.6702426,44.10056,,0.03140376,10.83231,3.0449588,0.25804,0.0,5.354294,15.192563,3.3541358,0.80089504,1.2536919,18.784866,0.014594307,23.829712,4.550874,11.764291,0.6750793,1.80682,1.1959453,4.809462,23.655933,1.5000542,2.9107761,10.158111,0.40332603,34.153587,4.7796397,13.775638,8.43731
2005,0.001972758,0.39319277,42.760075,1.1011505,0.0,25.334375,5.187274,0.010257477,0.0,0.0,4.3449383,0.14644937,38.59125,26.680767,0.015728442,3.072344,6.3735266,1.4215086,0.9819015,23.550179,0.0062532225,1.8304508,1.7699986,0.21662496,0.0,11.545221,3.650475,0.356612,34.870564,2.6909482,2.3434331,8.63532,5.564819,0.014609792,9.7963085,5.1027727,3.7119768,7.3916655,23.742865,48.09891,6.2611585,1.2973086,32.153023,1.1214298,2.6377366,,,0.0019320097,0.76785403,0.1388546,0.539508,0.021634344,1.7206831,0.72103536,32.68003,16.849838,14.464485,3.2761717,0.036512986,1.6423751,23.493195,0.2980025,0.9477508,0.041727297,0.0,0.010684534,37.767345,0.8359583,0.77523816,11.731805,21.087467,2.6318257,13.396369,56.289116,0.13200292,0.0,0.33543426,1.555628,0.0,20.911552,0.00061991415,1.1961628,0.71926135,0.35353437,0.40931246,10.325354,0.0,3.6587436,0.063604616,34.482315,65.3185,0.0,0.059626,0.101634964,2.238294,0.12201375,0.016946012,30.28176,4.0769362,3.099699,1.8088155,0.027920894,0.0,0.035149388,54.138428,6.597959,0.0013762335,20.054407,62.33474,0.008546423,0.006604211,0.12419891,3.4606578,0.59009904,0.009842586,1.321148,0.0008132897,,0.7391896,0.0,0.19413736,5.4655256,0.00491991,5.5864873,0.0,0.47247165,2.7914848,0.010736353,18.78205,0.642226,16.784588,0.0,7.518083,19.386322,0.006576066,6.824502,13.884276,1.1827713,8.142949,7.208523,19.387568,1.1139798,0.34552675,10.492423,0.80592084,,1.2360296,46.291096,0.0,0.2204652,2.1370556,,14.083445,6.801253,7.562157,3.2439609,2.8911667,0.098719575,7.823229,0.89117026,0.0,31.202038,1.1688203,0.0,0.16440359,1.6488718,0.0,0.001610496,43.620804,1.9812709,17.416586,5.9570255,49.932926,12.480228,1.9916258,0.0005470614,8.979229,9.902002,0.5466225,0.0,,1.243463,,2.7452319,15.200447,0.320444,0.18433338,0.43664667,2.053522,,0.09094964,5.534882,0.0013726335,36.3206,6.871031,2.8471713,0.57355493,43.16783,,0.024015632,16.06704,4.3309765,0.24655561,0.0,4.993588,13.923956,4.346014,0.80656546,1.4966434,15.384751,0.013406347,29.223003,2.3034775,12.134196,0.5688189,2.204818,1.4750158,6.133514,29.210047,1.8318104,3.3666954,12.686545,0.31128964,41.165684,4.5684924,14.102702,8.5582075
2006,0.0024494824,0.5041744,40.753445,1.3789024,0.0,27.205208,5.7756095,0.015802557,0.0,0.0,5.291785,0.18631136,41.47026,23.949179,0.019282088,3.048762,6.433448,1.6219145,1.8314381,23.93249,0.0074018594,1.643956,1.6778951,2.3394592,0.0,14.633456,3.827145,0.39764372,37.40659,3.3946347,6.442145,10.014939,4.0838165,0.017434627,17.34885,5.521198,5.6015844,8.543908,24.025816,53.314762,7.290627,1.2653097,30.853292,1.4919841,3.7461312,,0.0,0.001863201,0.7649059,0.16391064,0.6163857,0.028680734,1.8215505,1.6062343,34.191322,18.389412,14.846388,2.8194213,0.043761116,1.6462991,18.828856,0.3733785,0.9746641,0.048157513,0.0,0.012487273,37.655975,0.9133614,0.95477855,7.5761847,17.785692,2.7296119,13.363731,53.93252,0.19079104,0.0,0.80951273,1.9339256,0.0,9.706352,0.0006656838,1.9388652,0.9256903,0.474484,0.5432964,9.407229,0.0,3.9336858,0.30912432,34.77913,63.72695,0.0,0.105792515,0.12265393,3.3493557,0.4655651,0.01930752,28.790457,2.9504185,1.8253208,1.80687,0.03380181,0.0,0.037536018,51.782,13.281983,0.0016240035,17.648588,62.291233,0.011003543,0.0084226485,0.16417429,3.068439,0.5500496,0.020898484,1.1800989,0.0007628488,,1.1748779,0.0,0.2973724,5.6245995,0.0050085443,6.141136,0.0,2.225913,7.4165993,0.012132867,17.757736,1.0239294,28.4256,0.0,8.505242,25.623821,0.008164347,6.7846117,13.476114,2.6628125,18.30041,6.8945966,16.698973,1.5791234,0.6566273,10.894531,1.0818604,,1.2926792,44.59725,0.0,0.2838344,2.2567854,,14.188649,7.311492,8.095664,3.5416188,2.742277,0.12726732,13.430808,1.4699734,0.0,27.40263,1.6009785,0.0,0.28289235,1.9211067,0.0,0.0019894189,39.11193,2.077487,18.03799,5.296492,50.75607,12.538957,1.9932129,0.0036554546,10.691096,9.427181,1.1099347,0.0,,1.5007766,,2.6848607,13.186845,0.29536596,0.21163943,0.44140628,2.0140386,,0.10280771,5.409343,0.0016518949,34.25991,8.393288,2.8856606,0.80653477,51.478077,,0.03656127,18.389849,4.799558,0.3380602,0.0,5.5219636,13.251967,4.5920434,1.1234044,1.1306639,25.549156,0.017169919,28.077469,2.4815705,12.230539,0.6555614,2.6270156,1.8017285,7.0547194,30.120733,1.3875191,3.6437135,13.140957,0.2593313,40.498775,5.2274046,19.201504,11.481304
2007,0.0024369645,0.44950056,45.881176,2.17405,0.0,24.937206,4.838616,0.009295979,0.0,0.0,6.514381,0.20843716,39.14236,32.356358,0.019073093,3.626915,7.812924,1.2801468,1.6864724,22.275906,0.00786417,2.1246488,1.5551016,3.0435495,0.0,13.984935,4.102015,0.35493356,33.599155,4.303433,7.4124184,9.947737,3.9002268,0.01930401,17.151756,6.3278794,4.9838724,8.981922,25.763708,47.487083,6.6997733,1.5833853,22.052334,1.6384022,6.720398,,0.0,0.0076483903,0.69594604,0.17090017,0.5233101,0.027065374,1.6094726,2.528048,32.060074,16.900192,13.510175,3.962771,0.052254524,1.5759759,21.911537,0.41469258,0.7150962,0.048483532,0.0,0.018908832,37.533512,0.85544175,0.920367,8.828153,16.293304,3.0409324,16.723436,50.144333,0.3229728,0.0,0.67234343,1.950559,0.0,10.807515,0.00090272364,1.6613616,0.9174357,0.40357566,0.46680814,9.757663,0.0,4.442285,0.2850667,29.182507,53.21669,0.0,0.1285874,0.11680478,3.504878,0.7655083,0.022674305,26.491531,3.6338985,1.072307,2.2455194,0.04330237,0.0,0.043645915,48.773712,13.221931,0.0013781398,21.577026,61.36688,0.010776587,0.009432347,0.1964978,5.0525675,0.48012292,0.032962177,0.97630495,0.00091443886,,1.4811164,0.0,0.19960564,6.4342475,0.0073317215,5.756853,0.0,5.5649095,7.8626413,0.005650904,15.814624,0.95327044,27.476852,0.0,9.805053,32.08884,0.008379094,7.9793167,12.628852,5.84952,35.26132,8.300579,15.8610115,1.5425886,0.592989,9.561633,1.356962,,1.373471,41.371304,0.0,0.2817159,2.2369013,,14.007707,7.514616,8.119106,3.6381872,2.2305727,0.11774357,14.213314,2.9066563,0.0,24.206833,1.362532,0.0,0.27660275,1.7487985,0.0,0.0025114901,35.695915,1.6328112,15.787061,6.225724,48.47257,13.677466,2.3034823,0.0068551814,16.68577,12.255516,1.0247687,0.0,,1.5542294,,3.621465,14.392408,0.3200323,0.23139614,0.64909387,2.6546504,,0.10871251,4.808073,0.0016609916,33.06052,10.548485,2.7573297,0.7553,49.258785,,0.048160736,15.960678,6.3514733,0.3935847,0.0,6.2061033,16.16408,5.4157405,1.2884213,1.078115,22.592299,0.015787173,23.118694,3.8258765,11.413185,0.78375113,3.2428086,1.7761343,6.710619,27.638903,1.3375462,4.1223397,14.215514,0.33059838,33.005074,6.3657074,21.787432,15.559238
2008,0.0028729818,0.60166585,52.560772,1.7754043,0.0,27.714912,4.94938,0.21347523,0.0,0.0,8.52642,0.25818187,43.040684,33.048244,0.018362626,3.6487546,8.596971,1.2459084,1.9747027,24.816118,0.008815082,3.6377673,1.6038513,4.7877874,0.0,12.776687,4.7760487,0.40071014,31.974493,4.20221,3.9622045,11.742727,5.073617,0.017087778,13.825439,9.648414,5.5620027,10.076928,28.458406,52.644505,8.788227,1.7166924,49.205788,1.4865491,3.1866205,,0.0,0.019593477,1.5337324,0.30596864,0.790439,0.026123999,2.107733,0.23414704,32.865093,18.961872,15.582485,4.2845078,0.06517688,2.0953918,18.77935,0.38720936,0.88045424,0.053980064,0.0,0.031993486,41.06808,1.3365958,0.7829662,9.161901,15.223966,3.184893,15.980649,46.437866,0.34720102,0.0,0.844948,1.9318423,0.0,10.363557,0.001459215,1.2067903,1.100567,0.39971274,0.65968555,11.1002865,0.0,7.1093483,0.039635915,33.52275,55.68573,0.0,0.38632223,0.15179497,3.0199468,5.6527,0.023972483,33.248024,3.6388688,4.301596,3.0998406,0.07098351,0.0,0.07534023,53.46051,13.018431,0.0018966356,21.767384,66.05989,0.010641917,0.010923511,0.168491,5.459041,0.4394151,0.17606066,0.7095644,0.0013469057,,6.013564,0.0,0.22497712,5.8093653,0.0055548535,6.740833,0.0,0.9499773,6.919733,0.006713379,13.96412,1.50265,30.73707,0.0,10.2039175,38.39547,0.0085716285,8.727027,13.386772,2.251039,2.6112635,7.945639,17.590261,1.4819144,1.0429206,12.617672,1.0743711,,2.3626916,40.502026,,0.40832424,3.140024,3.469748,17.703243,9.942031,10.408867,5.0206985,2.3018594,0.10951919,12.025897,1.523407,0.0,25.361141,2.047754,0.0,0.24048269,1.5367099,0.0,0.0034282692,36.928036,2.1230452,19.104979,8.305801,55.02443,17.979778,3.0724273,0.025386566,18.631485,11.61158,1.1698029,0.0,,2.8510153,58.27766,3.518344,15.967536,0.3844521,0.3930532,0.65320843,3.7751904,,0.17845383,5.6398854,0.0016509206,33.919594,15.154563,3.623097,0.8361143,56.965885,,0.055629224,15.271034,9.880121,0.6227999,0.0,5.0765953,16.437994,7.9441123,1.5679816,1.9291408,30.051447,0.016151436,23.922308,9.549499,13.919688,0.97547626,4.859528,2.5288243,7.2816153,31.502192,2.2273602,6.4298253,18.33793,0.46826324,33.869434,11.990058,16.052538,18.323048
2009,0.002041219,0.4246582,30.311466,1.0475035,0.0,19.71346,3.098347,0.37425998,0.0,0.0,4.9677734,0.16759974,29.639296,30.336658,0.017316828,3.7029183,9.578453,1.1926788,0.70421606,18.07621,0.008625399,1.4585224,1.1411058,3.2102177,0.0,7.4485173,2.3848739,0.21775538,23.552105,3.535733,2.2457225,8.763575,1.9230412,0.0149515,8.792041,3.9178212,3.873232,5.8238544,28.2618,35.577908,4.8570333,1.7491192,21.749737,1.2301476,1.7631346,,0.0,0.027266491,0.7010834,0.15893471,0.7432121,0.021986552,1.1837921,0.123503916,24.202251,9.264083,9.130782,2.4017394,0.035310827,1.5789169,16.431738,0.333185,1.175883,0.049458615,0.0,0.028911568,27.73626,0.84946185,0.79232395,10.811583,15.585533,3.2974985,17.197449,27.737003,0.12022092,0.0,0.0,1.6378415,0.0,10.7158375,0.0013904566,1.1644114,0.77872676,0.33746374,0.47451147,6.4259315,0.0,3.3623917,0.044835284,20.336275,39.51266,0.0,0.30966145,0.0907628,1.9383391,3.8655312,0.019448966,21.58586,3.2457237,4.456798,2.86278,0.07314942,0.0,0.057931304,39.590763,10.591222,0.0019095432,22.07775,51.732265,0.009930114,0.009786685,0.15402491,5.903028,0.4019305,0.16637415,0.89030904,0.0012231624,,4.046253,0.0,0.20798296,6.879039,0.005294075,4.1726437,0.0,0.78573585,8.607033,0.0041791564,8.970779,0.37683824,23.715727,0.0,10.022001,20.844786,0.011411012,7.040422,9.652155,1.9305502,0.011576524,7.9622035,10.651145,1.3116242,0.7227599,8.365332,1.0048444,,1.7475913,33.95829,,0.2361283,1.721689,1.275484,11.685798,5.5510964,5.4786744,2.772712,1.8396496,0.14470191,8.921013,1.1747398,0.0,18.907166,1.1437625,0.0,0.11011396,1.6270132,0.0,0.0033802474,29.089832,1.4354819,14.459128,6.935423,35.772736,9.842707,3.8344493,0.0067856717,12.930486,12.269175,0.71543914,0.0,,1.2942014,35.188656,3.50919,11.398713,0.26977232,0.20633347,0.344273,2.6717718,,0.16095552,3.300862,0.0019241213,19.396399,14.675297,2.4009316,0.66714925,22.935448,,0.054939996,16.147507,6.9909086,0.3900435,0.0,5.5362563,9.462459,4.7892103,1.3467382,0.74392116,18.63093,0.014895127,10.541667,1.8313919,7.4008865,0.8717923,2.331408,1.5754273,4.040013,20.330534,0.84581035,3.099408,10.679916,0.44353545,21.001305,4.937975,16.796864,6.762609
2010,0.0038701375,0.6253326,38.16231,1.5281682,0.0,23.77687,3.257095,2.6546628,0.0,0.0,8.0666,0.21629138,27.884497,23.853376,0.046971723,3.42233,11.086092,1.4159096,1.679754,20.462116,0.015294777,2.7222893,1.2135788,4.2185354,0.0,9.1616125,3.6487129,0.29714474,26.715244,5.304481,2.105195,7.898563,2.1275423,0.015350274,11.988163,6.2867265,4.330138,6.9204187,25.960884,43.939842,6.7010927,1.5934424,33.28737,1.6271671,2.690603,,0.0,0.04457225,0.9657344,0.19552237,0.83815616,0.04915488,1.2180696,0.17240018,25.538324,11.790731,9.450616,2.521877,0.058346055,1.5596123,15.819996,0.5042662,2.2090724,0.054657128,0.0,0.027273282,35.65489,0.8612391,1.3382525,10.114629,15.292081,3.0303242,14.930733,36.31115,0.2713135,0.0,0.0,2.6452086,0.0,14.592204,0.002077697,2.3646328,0.9174081,0.6657414,0.5021543,7.135609,0.0,4.4975185,0.108587846,23.068043,43.56829,0.0,0.17397203,0.10779345,1.6686155,1.6659642,0.020096881,21.744144,2.6730793,9.808898,2.6959596,0.06266774,0.0,0.07464003,48.82636,14.810437,0.0018807992,18.364662,55.96616,0.021393996,0.009240636,0.18124774,3.9343996,0.5247735,0.07291974,1.2830878,0.0009053361,,5.523517,0.0,0.13247898,5.808445,0.008965944,4.9517975,0.0,1.4805475,7.6697526,0.0,7.988042,1.1377782,35.90776,0.0,10.268484,33.26995,0.09741976,6.025725,9.615038,2.3908968,5.2943916,6.8847218,13.802992,4.153151,0.7626961,7.661615,1.472297,,2.1224363,35.17029,,0.42141196,2.2164843,2.5555668,12.801233,6.7919016,7.1555696,3.6936655,2.2797277,0.2347204,11.214179,2.117558,0.0,27.896826,4.330272,0.0,0.21923874,2.0829928,0.0,0.0037694685,32.42994,1.7135344,13.676729,6.4865527,38.88347,11.942859,2.9759731,0.03851216,15.764777,10.528866,1.0287422,0.0,,2.510689,43.709293,3.9744139,22.169436,0.33720827,0.30059937,1.4141685,2.3895931,,0.14695396,4.1094327,0.0047019003,23.781406,11.307629,2.7356803,1.6749905,23.21005,,0.04850794,13.501928,5.802305,1.0333327,0.0,5.5594583,8.102294,7.063851,2.021699,0.9687041,14.783649,0.033365663,12.380878,3.4597893,7.481281,0.83239955,3.617365,1.928237,5.19655,23.276619,1.0807307,4.1408157,12.931036,0.41059428,23.548418,6.846831,18.66472,7.0984707
2011,0.0038097706,0.83638966,39.02268,2.8984983,0.0,29.778957,3.886504,2.9234586,0.0,0.0,8.72352,0.2446905,32.878647,24.989159,0.06584561,3.4789324,13.636193,1.5894251,2.1426702,26.994944,0.013367266,3.5262527,1.6541017,5.7513027,0.0,14.001096,4.3368664,0.47825825,29.608622,4.920992,1.8942851,8.450499,2.59347,0.012973179,12.164518,7.685203,5.5323997,8.164166,28.883047,51.84373,9.860492,1.6335422,40.134098,1.2638499,2.9269483,0.0,0.0,0.071751766,1.0700871,0.22855495,0.8884635,0.0412283,1.635379,0.34021083,28.58129,16.577375,12.3388405,26.956263,0.06525621,1.7851905,17.428253,0.5326491,1.9631677,0.04869243,0.0,0.035425436,39.145996,1.0754472,1.8985169,16.070688,18.19951,4.4674387,13.2487755,37.684155,0.35742775,0.0,0.11461141,2.861966,0.0,16.531767,0.00836943,1.7044808,1.2939404,0.5302473,0.6755542,8.563114,0.0,5.3050756,0.09624279,25.346146,51.194542,0.00038143387,0.2806304,0.15600581,2.2561615,3.3176725,0.02167697,25.76882,2.9431872,10.203432,3.050949,0.07361388,0.0,0.091417596,59.069695,15.272281,0.001934982,23.272966,37.561733,0.017173383,0.008172891,0.161869,3.8895137,0.5527244,0.11162778,1.3327725,0.00091869215,0.0,7.440067,0.0,0.1686878,5.8954415,0.009071134,7.1268563,0.0,1.3190122,8.910115,0.0,7.3614635,1.4436876,42.216656,0.0,11.370947,30.850441,0.113949426,5.976877,9.944906,2.0719414,4.130804,8.147712,17.553904,5.1206512,1.0206279,10.032392,1.1168014,,2.1942737,43.273815,,0.54033,3.0396097,2.4195583,18.01127,8.277982,8.558249,4.8277593,2.6157598,0.26986882,12.766595,2.8436732,0.0,26.26809,5.7141633,0.0,0.24490839,1.6718754,0.0,0.0044597923,36.718243,2.2881765,16.267561,6.995657,50.203644,16.775908,3.649594,0.15430145,19.902712,10.9869585,0.83236176,0.0,,3.3504465,51.786858,3.8222191,31.93356,0.359868,0.3598997,1.6957695,2.6427624,0.0,0.14978068,20.353605,0.0038713624,28.168812,17.92481,3.1471,2.037532,34.278435,,0.04784196,21.190207,6.2600236,1.1559904,0.0,7.3364615,9.156208,7.9082565,1.4370949,1.2350293,19.067337,0.028465454,24.475336,4.1047335,9.069445,0.84435415,4.5194974,2.6491787,6.775232,28.707169,1.3745937,4.8494263,15.491256,0.47914866,25.93958,7.8146605,17.423733,7.879389
2012,0.0034077559,0.68467546,34.731007,3.2314525,0.0,28.214466,3.625648,1.4901341,0.0,0.0,5.2981386,0.23850822,29.01197,17.5502,0.06337261,3.9216285,12.401603,1.5545697,1.6046488,23.582222,0.012350267,2.2205856,1.7278203,3.9491024,0.0,12.353141,3.855525,0.4550189,25.20929,4.252833,2.2586353,9.167684,1.4430767,0.01160541,9.054426,4.0884933,5.367572,8.405814,27.12297,41.35735,8.296831,1.9165368,25.055847,1.2425773,2.1875203,0.0,0.0,0.07272886,0.64057994,0.1648562,0.9459072,0.04145208,1.5220984,0.4468407,26.252514,14.526519,10.745498,,0.07306292,1.9705261,14.928181,0.57753575,2.0296068,0.048360962,0.0,0.028203465,40.629333,0.86607194,1.0842899,15.822678,16.631664,5.781233,17.119856,39.00276,0.23407415,0.0,0.35387576,2.1810591,0.0,16.532803,0.0023396774,1.6306055,1.294442,0.4934474,0.61841995,5.945615,0.0,4.0238376,0.05855722,21.11872,49.851017,0.00035919552,0.270059,0.16964585,1.8311783,2.9084792,0.02009017,21.982697,2.908883,3.580922,2.3062885,0.0589179,0.0,0.1008181,58.14491,12.120304,0.0019047773,26.711601,59.103043,0.0164638,0.006552387,0.13723467,4.705876,0.50334215,0.124315485,1.4313481,0.00063777313,,6.4858227,0.0,0.16852975,6.691297,0.00753578,6.647618,0.0,1.1738116,12.111088,0.0,5.9562397,0.9350696,22.272955,0.0,11.91926,21.487926,0.09677032,8.951236,9.205992,1.7305923,0.011449692,10.333549,15.148515,4.625469,1.1320201,9.34171,0.9676185,,1.683507,40.441864,,0.43723843,2.753269,0.98475164,13.477126,7.1080947,6.4913893,4.075397,2.5630524,0.26044124,9.999279,1.5535674,0.0,15.815289,3.7988725,0.0,0.2598192,1.69034,0.0,0.0044059157,35.10624,2.1883314,14.293372,6.3942327,48.50071,6.646693,4.8639812,0.1432942,20.851908,9.770519,0.77101564,0.0,,2.7747808,5.6046095,3.817404,29.129772,0.32515752,0.25270453,1.066291,4.1806703,0.0,0.16447932,15.2359705,0.0038898876,24.793356,20.993689,2.9057117,1.707658,30.873701,,0.039868362,19.045448,6.6123767,0.7484907,0.0,6.83252,10.658571,4.7026553,1.1796265,0.7766945,17.284452,0.026964335,18.781237,1.9618373,7.298677,0.80118674,2.7446425,2.4855444,6.004819,27.98972,0.84377706,3.6931946,13.637569,0.39649922,18.84636,6.404364,13.575349,5.967733
2013,0.0024516534,0.60357165,29.400045,3.3279908,0.0,27.381311,3.1555872,1.0971539,0.0,0.0,5.3201156,0.21867536,25.532389,17.732855,0.059122127,3.5611658,10.75234,1.1516839,1.1076323,24.533634,0.015720597,1.7616105,1.435801,2.7478714,0.0,11.959868,3.7868602,0.38379568,21.473232,3.4764245,1.4251409,13.295689,1.7142026,0.01229257,7.6623244,2.9830716,4.155036,7.333029,25.74622,33.144848,7.3843393,1.8410634,16.55794,1.341229,1.7118816,0.0,0.0,0.044909164,0.3828521,0.12505563,0.5267271,0.05393744,1.1760834,1.029721,24.223133,12.881326,9.781882,,0.06273487,1.7992427,14.010401,0.49856332,1.3553928,0.048169836,0.0,0.026674012,32.806984,0.71735877,0.79712176,10.8892145,14.250157,5.906664,16.939924,33.347458,0.16135424,0.0,0.019093586,2.1898327,0.0,13.94248,0.003808776,1.7820882,1.1084799,0.58650726,0.5078062,5.3899093,0.0,3.6730883,0.037089117,24.94674,45.579365,0.00036609414,0.26266247,0.1554774,1.7813553,1.2790993,0.023212686,18.218748,2.6694021,5.7191234,1.9142146,0.055700272,0.0,0.072371714,56.342655,12.538089,0.0015553294,28.371178,47.741398,0.021191299,0.0052938317,0.11120663,5.1015816,0.4514332,0.0654808,1.144137,0.0005215709,,4.551387,0.0,0.28267562,6.774363,0.0053091845,5.6399283,0.0,1.1286017,8.513156,0.0,5.8528337,0.6729622,18.670225,0.0,11.632553,16.93302,0.07780917,10.150136,8.467151,1.1740264,0.010532505,11.466881,11.622718,4.9504833,1.119898,8.168548,0.8447708,0.0,1.5207819,38.84552,,0.38141626,2.6198072,0.52857846,12.426872,6.0408225,5.407009,3.6474397,2.1461945,0.21689776,7.654205,1.1859413,0.0,11.66586,3.333309,0.0,0.19620602,1.6980915,0.0,0.0039373892,32.06339,1.8759514,12.799885,6.504756,45.530926,7.517789,3.4243622,0.11945945,17.768114,7.2268696,0.93891865,0.0,17.812765,2.0596323,14.708452,3.3390224,20.744408,0.29693455,0.20640068,1.0019342,4.5006447,0.0,0.13688724,10.469718,0.0051393504,20.04363,15.56532,2.6185274,1.3294137,27.492643,,0.04011888,18.941788,5.461685,0.62136275,0.0,5.7672353,10.65861,3.9913645,1.2913804,0.750834,14.680351,0.03411544,17.625345,1.3462285,5.9133115,0.7521503,2.3593657,2.195612,5.226007,26.613384,0.84572464,3.328463,11.673331,0.35447043,13.58749,6.111531,12.023595,5.0428395
